Fingerprint ID,coordinate_X,coordinate_Y,zone,b8:8a:60:97:e2:b4,34:fc:b9:18:e5:f1,34:fc:b9:18:e5:f0,34:fc:b9:18:e5:f2,34:fc:b9:18:b6:d1,34:fc:b9:18:b6:d0,34:fc:b9:18:b6:d2,34:fc:b9:18:e7:a1,34:fc:b9:18:e7:a0,34:fc:b9:18:e7:a2,34:fc:b9:18:e9:b1,34:fc:b9:18:e9:b2,34:fc:b9:18:e9:b0,34:fc:b9:18:e7:b0,34:fc:b9:18:e7:b2,34:fc:b9:18:e7:b1,78:17:be:b8:16:84,34:2c:c4:9d:1d:31,18:31:bf:3f:da:08,34:fc:b9:18:e5:41,34:fc:b9:18:e5:50,34:fc:b9:18:e5:e2,34:fc:b9:18:b6:c1,cc:19:a8:3b:5a:32,cc:19:a8:3b:5a:30,34:fc:b9:18:e9:a1,34:fc:b9:18:e9:a0,34:fc:b9:18:e9:a2,34:fc:b9:18:b6:c0,34:fc:b9:18:b6:c2,34:fc:b9:18:e5:e1,34:fc:b9:18:e5:e0,54:67:51:a6:37:e1,50:c7:bf:c1:44:c6,00:05:ca:7e:f1:b8,00:05:ca:7e:f1:b9,84:16:f9:3f:40:00,1c:ab:c0:ee:a5:39,00:06:91:72:e3:70,00:06:91:72:e3:72,a8:bd:27:4a:a9:21,a8:bd:27:4a:a9:22,34:fc:b9:18:e6:a1,E1:E9:C3:D9:09:C3,FF:20:88:3C:97:E7,CA:E0:7D:11:26:B3
1065,2.0,2.0,Personal,-71,-74,-76,-76,-88,-90,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-90,-81
1066,2.0,2.0,Personal,-62,-73,-75,-75,0,0,0,-63,-64,-64,-86,-89,-90,-92,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-89,-80
1067,2.0,2.0,Personal,-62,-68,-72,-72,0,-91,-91,0,0,0,0,-93,-93,-89,-90,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-86,-80
1068,2.0,2.0,Personal,-64,-73,-76,-75,-82,-86,-86,0,0,0,0,0,0,-90,-89,-89,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-93,-82
1069,2.0,2.0,Personal,-62,-75,-77,-76,-89,-91,-93,0,0,0,0,-92,-91,-91,-92,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-90,-82
1070,2.0,2.0,Personal,-60,-74,-77,-78,0,0,0,0,0,0,-89,-89,-91,-91,-88,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-92,-81
1071,2.0,2.0,Personal,-59,-68,-72,-72,0,0,0,0,0,0,-86,-91,-89,-91,-91,0,-93,0,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-84,-80
1072,2.0,2.0,Personal,-59,-72,-74,-74,0,0,0,-63,-64,-64,-86,-90,-90,-90,-91,-86,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-83,-84
1073,2.0,2.0,Personal,-56,-72,-75,-75,-82,-85,-85,0,0,0,0,0,0,0,0,0,-94,0,0,-88,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,-84,-82
1074,2.0,2.0,Personal,-65,-72,-75,-75,-84,-85,-85,0,0,0,0,0,0,-89,-89,-86,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-82,-82
1075,2.0,2.0,Personal,-64,-72,-74,-75,-82,-85,-85,-63,-64,-63,0,0,0,-90,-89,-88,-93,0,-95,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-82,-82
1076,2.0,2.0,Personal,-61,-73,-74,-75,-82,-85,-86,-63,-66,-67,0,0,0,-89,-91,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-82,-80
1077,2.0,2.0,Personal,-60,-75,-77,-77,-84,-86,-85,0,0,0,0,0,0,-91,-91,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-86,-89
1078,2.0,2.0,Personal,-59,-62,-65,-65,-83,-87,-87,0,0,0,0,-95,0,-90,-91,0,-95,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-88,-85
1079,2.0,2.0,Personal,-61,-74,-75,-75,0,-86,-86,-63,0,-64,0,0,0,-91,-90,0,-91,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-87,-85
1095,6.0,2.0,Personal,-54,-74,-80,-79,0,0,0,-74,-77,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-92,-95
1096,6.0,2.0,Personal,-54,-82,-85,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-82,-91
1097,6.0,2.0,Personal,-54,-82,-85,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-85,0,0,0,-90,0,0,0,0,0,0,0,0,0,-82,-82,-89
1098,6.0,2.0,Personal,-54,-78,-81,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-82,-88
1099,6.0,2.0,Personal,-53,-84,-85,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-82,-89
1100,6.0,2.0,Personal,-54,0,-85,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,-86,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-82,-89
1101,6.0,2.0,Personal,-53,-84,-84,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,-87,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-83,-87
1102,6.0,2.0,Personal,-55,-77,-80,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-84,-90
1103,6.0,2.0,Personal,-52,-82,-85,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,-87,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-83,-92
1104,6.0,2.0,Personal,-54,-77,-81,-81,0,0,0,-77,-78,-77,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-83,-92
1105,6.0,2.0,Personal,-60,-80,-84,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,-87,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-84,-94
1106,6.0,2.0,Personal,-55,-81,-83,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-94,-95
1107,6.0,2.0,Personal,-56,-79,-81,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-89,-93
1108,6.0,2.0,Personal,-53,-83,-84,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,-85,-86,0,0,0,-93,0,0,0,0,0,0,0,0,0,-82,-92,-93
1109,6.0,2.0,Personal,-54,-83,-85,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,-87,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-94,-95
1110,7.85,2.0,Personal,-55,-81,-84,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,-95,-96,0,0,0,0,0,0,0,-95,-79,-91
1111,7.85,2.0,Personal,-55,-82,-85,-86,0,0,0,0,0,0,0,0,0,-91,-91,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,-82,-89
1112,7.85,2.0,Personal,-55,-82,-85,-85,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,-82,-89
1113,7.85,2.0,Personal,-53,-77,-81,-81,0,0,0,0,0,0,0,0,0,-91,-92,0,0,0,0,0,0,-77,0,-93,-94,-87,0,0,0,0,-76,-76,0,0,0,0,0,0,0,0,0,0,0,-87,-83,-90
1114,7.85,2.0,Personal,-54,-83,-86,-85,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-81,-83
1115,7.85,2.0,Personal,-54,-84,-84,-84,0,0,0,0,0,0,0,0,0,0,0,0,-96,0,-94,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-81,-82
1116,7.85,2.0,Personal,-53,-83,-83,-83,0,0,0,-72,-76,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-82,-84
1117,7.85,2.0,Personal,-53,-81,-84,-84,0,0,0,0,0,0,0,0,0,-93,-91,0,-95,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-82,-82
1118,7.85,2.0,Personal,-52,-82,-85,-84,0,0,0,-73,-78,-78,0,0,0,-92,-92,0,-95,0,0,0,0,0,0,-93,-91,-88,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-81,-84
1119,7.85,2.0,Personal,-52,-72,-74,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,-91,-90,-92
1120,7.85,2.0,Personal,-52,-81,-85,-85,0,0,0,0,0,0,0,0,0,-92,-92,0,0,0,0,0,0,0,0,-95,-94,-89,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-90,-92
1121,7.85,2.0,Personal,-53,-78,-81,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-91,-91
1122,7.85,2.0,Personal,-55,-82,-85,-85,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-82,-82
1123,7.85,2.0,Personal,-53,-81,-84,-84,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-90,-91
1124,7.85,2.0,Personal,-53,-77,-80,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,-95,-95,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-89,-92
1125,2.0,4.0,Personal,-54,-79,-83,-82,0,0,0,0,0,0,0,0,0,-91,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-91,-83
1126,2.0,4.0,Personal,-52,-79,-82,-82,0,0,0,0,0,0,0,0,0,-93,-93,0,0,0,0,0,0,-73,-80,0,0,0,0,0,-81,-82,-70,-73,0,0,0,0,0,0,0,0,0,0,0,-92,-91,-79
1127,2.0,4.0,Personal,-55,-77,-80,-80,0,0,0,0,0,0,0,0,0,-92,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-92,-79
1128,2.0,4.0,Personal,-51,-73,-78,-78,0,0,0,0,0,0,0,0,0,-92,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-94,-81
1129,2.0,4.0,Personal,-55,-80,-83,-83,0,0,0,-68,-73,0,0,0,0,-92,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-96,-80
1130,2.0,4.0,Personal,-56,-84,-87,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,-91,-79
1131,2.0,4.0,Personal,-54,-75,-81,-81,0,0,0,0,0,0,0,0,0,-92,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-89,-80
1132,2.0,4.0,Personal,-56,-85,-86,-85,0,0,0,0,0,0,0,0,0,-91,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-94,-92
1133,2.0,4.0,Personal,-53,-83,-84,-86,0,0,0,0,0,0,0,0,0,-91,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-91,-84
1134,2.0,4.0,Personal,-55,-81,-84,-84,0,0,0,0,0,0,0,0,0,-92,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-92,-95
1135,2.0,4.0,Personal,-53,-81,-84,-84,0,0,0,0,0,0,0,0,0,-90,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-92,-95
1136,2.0,4.0,Personal,-56,-82,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,-71,-72,0,0,0,0,0,0,0,0,0,0,0,-92,-92,-90
1137,2.0,4.0,Personal,-56,-81,-85,-85,0,0,0,-70,0,-70,0,0,0,-92,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-93,-94
1138,2.0,4.0,Personal,-56,-77,-80,-81,0,0,0,0,0,0,0,0,0,-90,-92,0,0,0,0,0,0,0,0,0,0,-76,-79,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-87,-86
1139,2.0,4.0,Personal,-57,-80,-83,-84,0,0,0,0,0,0,0,0,0,-92,-90,0,0,0,0,0,0,0,0,0,0,-76,-79,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-90,-86
1155,6.0,4.0,Personal,-54,-73,-75,-76,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-89,-94
1156,6.0,4.0,Personal,-56,0,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-89,-93
1157,6.0,4.0,Personal,-55,-84,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-96,-94
1158,6.0,4.0,Personal,-55,-83,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-92,-91
1159,6.0,4.0,Personal,-54,-85,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-92,-90
1160,6.0,4.0,Personal,-55,0,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,0,0,0,0,-76,-78,0,0,0,0,0,0,0,0,0,0,0,-79,-92,-91
1161,6.0,4.0,Personal,-56,-84,-85,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-96,-95
1162,6.0,4.0,Personal,-54,-84,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-92,-93
1163,6.0,4.0,Personal,-54,0,-85,-85,0,0,0,-72,-75,-76,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-91,-92
1164,6.0,4.0,Personal,-54,-80,-84,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-91,-92
