Fingerprint ID,coordinate_X,coordinate_Y,zone,b8:8a:60:97:e2:b4,34:fc:b9:18:e5:f1,34:fc:b9:18:e5:f0,34:fc:b9:18:e5:f2,34:fc:b9:18:b6:d1,34:fc:b9:18:b6:d0,34:fc:b9:18:b6:d2,34:fc:b9:18:e7:a1,34:fc:b9:18:e7:a0,34:fc:b9:18:e7:a2,34:fc:b9:18:e9:b1,34:fc:b9:18:e9:b2,34:fc:b9:18:e9:b0,34:fc:b9:18:e7:b0,34:fc:b9:18:e7:b2,34:fc:b9:18:e7:b1,78:17:be:b8:16:84,34:2c:c4:9d:1d:31,18:31:bf:3f:da:08,34:fc:b9:18:e5:41,34:fc:b9:18:e5:50,34:fc:b9:18:e5:e2,34:fc:b9:18:b6:c1,cc:19:a8:3b:5a:32,cc:19:a8:3b:5a:30,34:fc:b9:18:e9:a1,34:fc:b9:18:e9:a0,34:fc:b9:18:e9:a2,34:fc:b9:18:b6:c0,34:fc:b9:18:b6:c2,34:fc:b9:18:e5:e1,34:fc:b9:18:e5:e0,54:67:51:a6:37:e1,50:c7:bf:c1:44:c6,00:05:ca:7e:f1:b8,00:05:ca:7e:f1:b9,84:16:f9:3f:40:00,1c:ab:c0:ee:a5:39,00:06:91:72:e3:70,00:06:91:72:e3:72,a8:bd:27:4a:a9:21,a8:bd:27:4a:a9:22,34:fc:b9:18:e6:a1,E1:E9:C3:D9:09:C3,FF:20:88:3C:97:E7,CA:E0:7D:11:26:B3
1263,2.0,8.0,Personal,-37,-75,-78,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-87,0,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,-91,-78,-89
1264,2.0,8.0,Personal,-38,-76,-77,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-86,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,-92,-77,-89
1280,6.0,8.0,Personal,-65,-83,-87,-86,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,-96,-84,-97
1281,6.0,8.0,Personal,-65,-84,-88,-87,0,0,0,-86,0,-88,0,0,0,0,0,0,-90,0,0,0,0,-80,0,0,0,0,0,0,0,0,-77,-78,-95,0,0,0,0,0,0,0,0,0,0,-91,-84,-94
1282,6.0,8.0,Personal,-64,-85,-87,-88,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,-89,-82,-96
1283,6.0,8.0,Personal,-67,-83,-86,-87,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-83,-96
1284,6.0,8.0,Personal,-65,-84,-87,-87,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,-90,-83,-93
1285,6.0,8.0,Personal,-65,-78,-84,-84,0,0,0,-86,0,0,0,0,0,0,0,0,-92,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-83,-92
1286,6.0,8.0,Personal,-65,-84,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-80,0,0,0,0,0,0,0,0,-78,-78,-92,0,0,0,0,-95,0,0,0,0,0,-89,-82,-93
1287,6.0,8.0,Personal,-63,-86,-85,-86,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,-96,0,0,-79,0,0,0,0,0,0,0,0,-78,-79,0,0,0,0,0,0,0,0,0,0,0,-89,-83,-96
1288,6.0,8.0,Personal,-61,-82,-84,-85,0,0,0,-87,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-81,-96
1289,6.0,8.0,Personal,-66,-84,-88,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-82,-96
1290,6.0,8.0,Personal,-69,-84,-87,-87,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-81,-96
1291,6.0,8.0,Personal,-65,-82,-86,-86,0,0,0,-85,0,0,0,0,0,0,0,0,-92,0,-94,0,0,-78,-89,0,0,0,0,0,0,0,-78,-79,0,0,0,0,0,0,0,0,0,0,0,-89,-80,-94
1292,6.0,8.0,Personal,-63,-81,-88,-88,0,0,0,-86,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-86,-93
1293,6.0,8.0,Personal,-64,-85,-87,-88,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-85,-94
1294,6.0,8.0,Personal,-60,-83,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,-94,0,0,-79,0,0,0,0,0,0,0,0,-78,-78,0,0,0,0,0,0,0,0,0,0,0,-91,-88,-92
1295,7.85,8.0,Personal,-63,-85,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-83,0,0,0,0,0,0,0,-80,-83,0,0,0,0,-89,0,-95,0,0,0,0,-94,-90,-97
1296,7.85,8.0,Personal,-62,-79,-83,-83,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,-86,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,-90,0,0,0,0,0,-90,-91,-102
1297,7.85,8.0,Personal,-61,-84,-87,-86,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,-82,0,0,0,0,0,0,0,0,-79,-81,0,0,0,0,0,0,-96,-95,0,0,0,-90,-94,-103
1298,7.85,8.0,Personal,-61,-79,-82,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-92,-96
1299,7.85,8.0,Personal,-63,-79,-81,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-79,0,0,0,0,0,-85,-85,-80,-83,0,0,0,0,0,0,0,0,0,0,0,-90,-91,-98
1300,7.85,8.0,Personal,-64,-85,-85,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-93,-94
1301,7.85,8.0,Personal,-68,-80,-84,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-79,0,0,0,0,-91,-85,0,-80,-84,0,0,0,0,0,0,-93,-94,0,0,0,-87,-94,-96
1302,7.85,8.0,Personal,-61,-80,-83,-82,0,0,0,0,0,0,0,0,0,0,0,0,-96,0,0,0,0,0,-79,0,0,0,0,-91,-85,-86,0,0,0,0,0,0,0,-91,0,-95,0,0,0,-87,-90,-95
1303,7.85,8.0,Personal,-73,-84,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,-85,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-95,-94
1304,7.85,8.0,Personal,-63,-84,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,-94,0,0,0,-79,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-93,0,-93,0,0,0,-90,-93,-98
1305,7.85,8.0,Personal,-65,-84,-86,-86,0,0,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,-79,0,0,0,0,0,-87,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-92,-100
1306,7.85,8.0,Personal,-63,-84,-87,-86,0,0,0,0,0,0,0,0,0,0,0,0,-96,0,0,0,0,-84,-79,0,0,0,0,0,-84,-86,-80,-82,0,0,0,0,0,0,-95,-95,0,0,0,-89,-91,-95
1307,7.85,8.0,Personal,-63,-85,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,-78,0,0,0,0,0,-85,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-90,-101
1308,7.85,8.0,Personal,-62,-83,-86,-85,0,0,0,0,0,0,0,0,0,0,-92,0,-97,0,0,0,0,-81,-78,0,0,-89,0,0,-86,-86,-80,-82,0,0,0,0,0,0,0,-93,0,0,0,-87,-97,-96
1309,7.85,8.0,Personal,-65,-84,-87,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,-90,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-98,-97
1310,0.0,8.0,Personal,-55,-77,-78,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-88,0,-94,-88,-90
1311,0.0,8.0,Personal,-57,-68,-70,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,0,-66,-70,0,0,0,0,0,0,0,0,0,-88,0,-93,-96,-90
1312,0.0,8.0,Personal,-57,-70,-74,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-92,-96,-100
1313,0.0,8.0,Personal,-56,-64,-70,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,-93,-95,-91
1314,0.0,8.0,Personal,-56,-71,-74,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,0,0,0,0,0,0,0,-64,-71,0,0,0,0,0,0,0,0,-87,-87,0,-93,-96,-91
1315,0.0,8.0,Personal,-58,-73,-75,-75,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-94,-91
1316,0.0,8.0,Personal,-57,-69,-73,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,-65,-68,0,0,0,0,0,0,0,0,-88,-88,0,-93,-98,-92
1317,0.0,8.0,Personal,-55,-74,-78,-78,0,0,0,-74,-80,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,-94,-96,-93
1318,0.0,8.0,Personal,-57,-69,-73,-73,0,0,0,-74,-80,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-88,0,-93,-87,-85
1319,0.0,8.0,Personal,-59,-77,-79,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-87,-85
1320,0.0,8.0,Personal,-59,-73,-76,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-88,0,-95,-88,-87
1321,0.0,8.0,Personal,-58,-76,-79,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-88,0,-95,-87,-85
1322,0.0,8.0,Personal,-58,-72,-76,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-86,-85
1323,0.0,8.0,Personal,-61,-80,-80,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,-67,-71,0,0,0,0,0,0,0,0,-87,-88,0,-95,-89,-90
1324,0.0,8.0,Personal,-59,-79,-82,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-88,0,-92,-89,-90
1325,0.0,6.0,Personal,-62,-60,-63,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,-92,-89,-97
1326,0.0,6.0,Personal,-60,-66,-66,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,-87,0,-89,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,-91,-90,-98
1327,0.0,6.0,Personal,-57,-64,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,-87,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-88,-95
1328,0.0,6.0,Personal,-60,-66,-66,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,-87,-90,-87,0,0,-53,-56,0,0,0,0,0,0,0,0,0,0,0,-92,-89,-92
1329,0.0,6.0,Personal,-54,-64,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,-86,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-89,-98
1330,0.0,6.0,Personal,-60,-67,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-87,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,-83,-86
1331,0.0,6.0,Personal,-61,-60,-63,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,-85,-87
1332,0.0,6.0,Personal,-58,-64,-67,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,-89,-97,-85,-86
1333,0.0,6.0,Personal,-55,-65,-68,-69,0,0,0,0,0,0,0,0,0,-93,-92,0,0,0,0,0,0,0,0,0,0,-86,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,-81,-86
1334,0.0,6.0,Personal,-68,-63,-66,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-89,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,-83,-87
1335,0.0,6.0,Personal,-68,-64,-67,-67,0,0,0,-67,-71,-71,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0,-86,-87,-88,0,0,-52,-55,0,0,0,0,0,0,0,0,0,0,0,-88,-96,-86
1336,0.0,6.0,Personal,-65,-60,-64,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,-87,-90,-88,0,0,-52,-55,0,0,0,0,0,0,0,0,0,0,0,-90,-100,-91
1337,0.0,6.0,Personal,-64,-56,-60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,-87,-88,-89,0,0,-52,-56,0,0,0,0,0,0,0,0,-90,-91,0,-90,-97,-93
1338,0.0,6.0,Personal,-60,-66,-69,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-90,-91
1339,0.0,6.0,Personal,-58,-64,-67,-67,0,0,0,0,0,0,0,0,0,-91,-92,0,0,0,0,0,0,-56,0,0,0,-87,-88,-87,0,0,-53,-56,0,0,0,0,0,0,0,0,0,0,-89,-88,-95,-91
1340,0.0,4.0,Personal,-56,-55,-58,-58,0,0,0,-77,-78,-79,0,0,0,-91,-91,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,-53,-56,0,0,0,0,0,0,0,0,0,0,0,-101,-95,-87
1341,0.0,4.0,Personal,-55,-54,-57,-57,0,0,0,0,0,0,0,0,0,-91,-91,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,-53,-56,0,0,0,0,0,0,0,0,0,0,0,-99,-96,-85
1342,0.0,4.0,Personal,-59,-51,-54,-54,0,0,0,0,0,0,0,0,0,-92,-92,0,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-93,-83
1343,0.0,4.0,Personal,-58,-54,-58,-58,0,0,0,0,0,0,0,0,0,-90,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,-90,-84
1344,0.0,4.0,Personal,-59,-54,-57,-58,0,0,0,0,0,0,0,0,0,-89,-92,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-92,-88
1345,0.0,4.0,Personal,-62,-54,-58,-58,0,0,0,0,0,0,0,0,0,-92,-91,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-90,-88
1346,0.0,4.0,Personal,-58,-50,-54,-54,0,0,0,0,0,0,0,0,0,-91,-90,0,-97,0,0,0,0,-57,0,0,0,0,0,0,0,0,-54,-57,0,0,0,0,0,0,0,0,0,0,0,-96,-92,-87
1347,0.0,4.0,Personal,-57,-53,-57,-58,0,0,0,0,0,0,0,0,0,-91,-91,-84,-93,0,0,0,0,-57,0,0,0,0,0,0,0,0,-54,-59,0,0,0,0,0,0,0,0,0,0,0,-100,-97,-88
1348,0.0,4.0,Personal,-57,-55,-58,-58,0,0,0,0,0,0,0,0,0,-90,-90,0,0,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96,-100,-94
1349,0.0,4.0,Personal,-57,-50,-54,-54,0,0,0,0,0,0,0,0,0,-91,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,-57,0,0,0,0,0,-93,0,0,0,0,0,-99,-96,-94
1350,0.0,4.0,Personal,-57,-56,-58,-58,0,0,0,0,0,0,0,0,0,-91,-91,-87,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,-54,-57,0,0,0,0,0,0,0,0,0,0,0,-94,-97,-90
1351,0.0,4.0,Personal,-61,-54,-57,-58,0,0,0,0,0,0,0,0,0,-90,-89,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-96,-89
1352,0.0,4.0,Personal,-59,-49,-54,-54,0,0,0,0,0,0,0,0,0,-91,-90,0,-94,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-97,-88
1353,0.0,4.0,Personal,-60,-54,-58,-58,0,0,0,0,0,0,0,0,0,-90,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-94,-92
1354,0.0,4.0,Personal,-61,-56,-58,-58,0,0,0,0,0,0,0,0,0,-90,-91,0,-95,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-98,-93
